,0,1
0,nAA_0.0,0.8698224852071006
0,nAA_6.0,0.8166666666666667
0,nBM_0.0,0.8708010335917312
0,nBM_1.0,0.5815126050420169
0,nBM_2.0,0.0
0,nBM_3.0,0.5446808510638298
0,nBM_6.0,0.7536231884057971
0,nBM_7.0,0.8212765957446809
0,RBN_0.0,0.6595238095238095
0,RBN_1.0,0.3665413533834587
0,RBN_2.0,0.45416666666666666
0,RBN_3.0,0.0
0,RBN_4.0,0.47659574468085103
0,RBN_5.0,0.6127659574468086
0,RBN_7.0,0.0
0,RBF_0.032258064516129,1.0
0,RBF_0.0384615384615385,0.43
0,RBF_0.04,1.0
0,RBF_0.0588235294117647,0.20312499999999997
0,RBF_0.0909090909090909,0.0
0,RBF_0.105263157894737,0.0
0,RBF_0.111111111111111,0.0
0,RBF_0.125,0.0
0,RBF_0.153846153846154,0.0
0,RBF_0.166666666666667,0.07999999999999996
0,RBF_0.192307692307692,1.0
0,nDB_0.0,0.5711805555555556
0,nDB_1.0,0.4462121212121212
0,nDB_2.0,0.3181818181818182
0,nN_0.0,0.9174603174603173
0,nN_1.0,0.7829787234042553
0,nN_2.0,0.98
0,nO_0.0,0.7847222222222223
0,nO_1.0,0.4737631184407796
0,nO_2.0,0.6625
0,nS_0.0,0.6833333333333333
0,nS_1.0,0.6676136363636364
0,nHet_0.0,0.0
0,nHet_1.0,0.44494047619047616
0,nHet_2.0,0.46251993620414666
0,nHet_3.0,0.0
0,O%_11.7647058823529,0.04999999999999999
0,O%_2.94117647058824,0.0
0,O%_3.2258064516129,0.5986394557823129
0,O%_3.7037037037037,0.7619047619047619
0,O%_4.0,0.02721088435374149
0,O%_4.54545454545455,0.0
0,O%_5.26315789473684,0.62
0,O%_5.88235294117647,0.0
0,O%_8.69565217391304,0.3
0,nCsp3_0.0,0.5714285714285714
0,nCsp3_1.0,0.6212765957446809
0,nCsp3_2.0,0.26666666666666666
0,nCsp3_3.0,0.2042553191489362
0,nCsp3_4.0,0.4285714285714286
0,nCsp3_5.0,0.007751937984496126
0,nCsp3_6.0,0.4444444444444444
0,nCsp3_7.0,0.0
0,nCsp3_8.0,0.7142857142857143
0,nCsp2_1.0,0.7041420118343196
0,nCsp2_2.0,0.11489361702127661
0,nCsp2_3.0,0.21702127659574466
0,nCsp2_4.0,0.6927083333333333
0,nCsp2_5.0,0.31884057971014496
0,nCsp2_6.0,0.22448979591836737
0,Fsp3_0.125,0.8571428571428571
0,Fsp3_0.142857142857143,0.0
0,Fsp3_0.5,0.041269841269841276
0,Fsp3_0.6,0.07
0,Fsp3_0.75,0.38999999999999996
0,Fsp3_0.8,0.0
0,Fsp3_0.833333333333333,0.006802721088435382
0,Fsp3_0.857142857142857,0.0
0,max_conj_path_0.0,0.7879464285714286
0,max_conj_path_4.0,0.5658914728682172
0,max_conj_path_6.0,0.7244318181818181
0,nCIC_0.0,0.7762962962962963
0,nCIC_1.0,0.7733333333333333
0,nCIC_2.0,0.020000000000000018
0,nCIR_3.0,0.020000000000000018
0,TRS_5.0,0.4255319148936171
0,TRS_6.0,0.8245614035087719
0,Rperim_6.0,0.890625
0,Rbrid_0.0,0.04
0,Rbrid_2.0,0.020000000000000018
0,MCD_0.545454545454545,0.9574468085106382
0,MCD_0.6,0.5572916666666666
0,MCD_0.625,0.0
0,MCD_0.666666666666667,0.057291666666666685
0,MCD_0.75,0.027210884353741527
0,MCD_0.833333333333333,0.55
0,NRS_1.0,0.8074074074074072
0,NNRS_0.5,0.020000000000000018
0,nBridgeHead_2.0,0.020000000000000018
0,nR05_0.0,0.028985507246376815
0,nR05_1.0,0.0543478260869565
0,nR06_0.0,0.8740399385560677
0,nR06_1.0,0.85625
0,nBnz_0.0,0.7157622739018088
0,nBnz_1.0,0.6873385012919896
0,ARR_0.6,0.7482993197278911
0,ARR_0.75,0.027210884353741527
0,D/Dtr05_0.0,0.028985507246376815
0,D/Dtr06_22.1333333333333,0.0
0,D/Dtr06_26.3238095238095,0.47000000000000003
0,D/Dtr06_30.5142857142857,0.870748299319728
0,D/Dtr06_34.3809523809524,1.0
0,Qindex_0.0,0.851063829787234
0,Qindex_1.0,0.537467700258398
0,Qindex_2.0,0.4380952380952381
0,Qindex_3.0,0.015625000000000028
0,Qindex_4.0,0.273015873015873
0,Qindex_5.0,0.26349206349206344
0,Qindex_6.0,0.1872340425531915
0,Ram_0.0,0.6702898550724637
0,Ram_1.0,0.20540540540540542
0,Ram_2.0,0.36036036036036034
0,Ram_3.0,0.0
0,Ram_4.0,0.7404255319148937
0,Ram_5.0,0.7687074829931974
0,PW4_0.0,0.2857142857142857
0,PW4_0.0666666666666667,0.66
0,PW4_0.0779220779220779,0.0
0,PW4_0.0911014911014911,0.9863945578231292
0,PW4_0.104976242272801,0.0
0,PW4_0.128964656964657,0.24
0,PW5_0.0,0.6107954545454546
0,PW5_0.0421781745777517,0.0
0,PW5_0.045220288970289,0.9863945578231292
0,SRW07_0.0,0.028985507246376815
0,SRW07_4.44265125649032,0.020408163265306107
0,SRW09_0.0,0.028985507246376815
0,MPC04_0.693147180559945,0.66
0,MPC04_1.38629436111989,0.0
0,MPC04_1.6094379124341,0.28571428571428575
0,MPC04_1.79175946922806,0.6195652173913043
0,MPC04_1.94591014905531,0.6000000000000001
0,MPC04_2.07944154167984,0.5578231292517006
0,MPC04_2.19722457733622,0.0
0,MPC04_2.39789527279837,0.0
0,MPC04_2.56494935746154,0.03401360544217691
0,MPC04_2.63905732961526,0.6594202898550725
0,MPC04_2.89037175789616,0.24489795918367346
0,MPC05_1.09861228866811,0.0
0,MPC05_1.38629436111989,0.07482993197278909
0,MPC05_1.6094379124341,0.8595744680851063
0,MPC05_1.94591014905531,0.026041666666666685
0,MPC05_2.19722457733622,0.31770833333333337
0,MPC05_2.56494935746154,0.13768115942028986
0,MPC05_2.89037175789616,0.07
0,MPC06_0.0,0.6706114398422092
0,MPC06_0.693147180559945,0.0
0,MPC06_1.09861228866811,0.0
0,MPC06_1.38629436111989,0.859375
0,MPC06_1.6094379124341,0.23958333333333334
0,MPC06_1.94591014905531,0.10793650793650791
0,MPC06_2.07944154167984,0.0
0,MPC06_2.56494935746154,0.45833333333333326
0,MPC07_0.0,0.7560606060606061
0,MPC07_1.09861228866811,0.6222222222222222
0,MPC07_1.38629436111989,0.375
0,MPC07_1.6094379124341,0.24999999999999997
0,MPC07_1.94591014905531,0.836734693877551
0,MPC07_2.07944154167984,0.836734693877551
0,MPC08_0.0,0.596638655462185
0,MPC08_0.693147180559945,0.0
0,MPC08_1.09861228866811,0.48913043478260865
0,MPC08_1.6094379124341,0.7
0,MPC09_0.0,0.03409090909090909
0,MPC09_1.09861228866811,0.45999999999999996
0,MPC09_1.79175946922806,0.020000000000000018
0,MPC10_0.0,0.0
0,piPC04_1.09861228866811,0.0
0,piPC04_1.79175946922806,0.7083333333333334
0,piPC04_1.94591014905531,0.7552083333333334
0,piPC04_2.07944154167984,0.15000000000000002
0,piPC04_2.484906649788,0.0
0,piPC04_2.56494935746154,0.0
0,piPC04_2.99573227355399,0.6666666666666667
0,piPC04_3.13549421592915,0.006802721088435382
0,piPC04_4.06688771598906,0.9
0,piPC05_1.09861228866811,0.15000000000000002
0,piPC05_1.38629436111989,0.010000000000000009
0,piPC05_1.6094379124341,0.3319148936170213
0,piPC05_1.79175946922806,0.30208333333333337
0,piPC05_2.56494935746154,0.0
0,piPC05_4.2981353850205,0.4947916666666667
0,piPC06_1.09861228866811,0.020000000000000018
0,piPC06_1.6094379124341,0.0
0,piPC07_0.0,0.7560606060606061
0,piPC07_1.09861228866811,0.6258503401360545
0,piPC07_1.38629436111989,0.653061224489796
0,piPC07_3.36729582998647,0.1564625850340136
0,piPC07_3.84079549613978,0.41000000000000003
0,piPC08_1.09861228866811,0.013605442176870763
0,piPC08_1.6094379124341,0.0
0,PCD_0.160342650075179,0.2857142857142857
0,PCD_0.173271721274037,0.3333333333333333
0,PCD_0.188052231502939,0.0
0,ATS6m_0.0,0.6630434782608696
0,ATS6m_0.0209964536175608,0.020000000000000018
0,ATS6m_0.0415611069093862,0.0
0,ATS7m_0.0,0.734375
0,ATS7m_0.0209964536175608,0.046875
0,ATS7m_0.0617113628641223,0.0
0,ATS7m_0.654977914442442,0.8231292517006803
0,ATS8m_0.0,0.6845238095238095
0,ATS8m_0.0617113628641223,0.8229166666666666
0,ATS8m_0.119834778281116,0.03125
0,ATS8m_0.305521369263612,0.0
0,ATS6v_0.348031851796601,0.0
0,ATS8v_0.57265815952526,0.0
0,ATS6e_1.84402350362836,0.0
0,ATS8e_2.0029809192134,0.0
0,ATS6p_0.625721797777573,0.0
0,ATS8p_0.669818121907221,0.0
0,ATS6i_2.27724539348809,0.0
0,ATS8i_2.27791400917193,0.0
0,MATS1m_0.0,0.3595238095238095
0,GATS6m_0.0,0.7424812030075189
0,GATS8m_0.0,0.6342342342342342
0,GGI2_0.0,0.09000000000000002
0,GGI2_0.444444444444445,0.38721804511278196
0,GGI2_0.666666666666667,0.0
0,GGI2_0.888888888888889,0.3206349206349206
0,GGI2_1.11111111111111,0.5702127659574469
0,GGI2_1.33333333333333,0.27936507936507937
0,GGI2_1.55555555555556,0.8333333333333333
0,GGI3_0.0,0.5416666666666666
0,GGI3_0.125,0.84375
0,GGI3_0.1875,0.5510204081632654
0,GGI3_0.25,0.28125
0,GGI3_0.375,0.010000000000000009
0,GGI3_0.5,0.08571428571428573
0,GGI3_0.625,0.0
0,GGI4_0.0,0.7909270216962525
0,GGI4_0.08,0.046875
0,GGI4_0.16,0.7666666666666666
0,GGI4_0.24,0.0
0,GGI4_0.382222222222222,0.9062500000000001
0,GGI5_0.0,0.7156862745098039
0,GGI5_0.0555555555555556,0.9375
0,GGI5_0.0625,0.06802721088435373
0,GGI5_0.08,0.06
0,GGI5_0.0902777777777778,0.0
0,GGI5_0.111111111111111,0.2282608695652174
0,GGI5_0.222222222222222,0.013605442176870763
0,GGI5_0.236111111111111,0.9311594202898551
0,GGI6_0.0,0.6151260504201681
0,GGI6_0.0408163265306122,0.14285714285714285
0,GGI6_0.0604081632653061,0.040000000000000036
0,GGI6_0.0816326530612245,0.8095238095238095
0,GGI7_0.0,0.11886304909560724
0,GGI7_0.0625,0.05442176870748298
0,GGI8_0.0,0.0
0,GGI9_0.0,0.0
0,JGI2_0.0555555555555556,0.9863945578231292
0,JGI2_0.0634920634920635,0.0
0,JGI2_0.0740740740740741,0.32765957446808514
0,JGI2_0.0808080808080808,0.0
0,JGI2_0.0888888888888889,0.27083333333333337
0,JGI2_0.102564102564103,0.0
0,JGI2_0.111111111111111,0.05442176870748298
0,JGI2_0.148148148148148,0.44
0,JGI3_0.0208333333333333,0.0
0,JGI3_0.0416666666666667,0.9863945578231292
0,JGI3_0.05,0.651063829787234
0,JGI3_0.0555555555555556,0.10204081632653061
0,JGI3_0.0625,0.003174603174603179
0,JGI4_0.016,0.040000000000000036
0,JGI4_0.02,0.28645833333333337
0,JGI4_0.0266666666666667,0.20999999999999996
0,JGI4_0.032,0.9375
0,JGI4_0.0382222222222222,0.27210884353741494
0,JGI4_0.04,0.0
0,JGI5_0.0185185185185185,0.0
0,JGI5_0.0277777777777778,0.265625
0,JGI5_0.037037037037037,0.013605442176870763
0,JGI5_0.0555555555555556,0.06
0,JGI5_0.0625,0.05208333333333334
0,JGI5_0.0787037037037037,0.203125
0,JGI6_0.0136054421768707,0.12244897959183672
0,JGI6_0.0204081632653061,0.0
0,JGI6_0.0272108843537415,0.9863945578231292
0,JGI7_0.015625,0.0
0,JGI7_0.0208333333333333,0.0
0,JGI7_0.0277777777777778,0.0
0,SpMax8_Bh(m)_0.0,0.0
0,SpMax8_Bh(m)_0.0831,0.8707482993197279
0,SpMax8_Bh(m)_0.0831000000000003,0.2552083333333333
0,SpMax8_Bh(v)_0.2624,0.5502958579881657
0,SpMax8_Bh(v)_0.262400000000001,0.05442176870748298
0,SpMax8_Bh(p)_0.3797,0.6414414414414413
0,SpMax8_Bh(p)_0.379700000000001,0.73
0,SpMin4_Bh(m)_0.0,0.0
0,SpMin4_Bh(m)_1.41678584666846,0.578125
0,SpMin5_Bh(m)_0.0,0.4127659574468085
0,SpMin5_Bh(m)_1.41678584666846,0.5702127659574467
0,SpMin6_Bh(m)_0.0,0.5476718403547671
0,SpMin6_Bh(m)_0.380805383456459,0.7617021276595746
0,SpMin6_Bh(m)_1.41678584666846,0.28
0,SpMin7_Bh(m)_0.0,0.5212121212121212
0,SpMin8_Bh(m)_0.0,0.5360983102918587
0,SpMin4_Bh(v)_0.0,0.21000000000000002
0,SpMin4_Bh(v)_1.30812642080203,0.006802721088435382
0,SpMin5_Bh(v)_1.30812642080203,0.7644927536231885
0,SpMin6_Bh(v)_0.230023565164658,0.8775510204081634
0,SpMin7_Bh(v)_0.0,0.5212121212121212
0,SpMin7_Bh(v)_0.230023565164658,0.0
0,SpMin4_Bh(e)_0.0,0.6195652173913044
0,SpMin4_Bh(e)_0.933846256726458,0.69
0,SpMin5_Bh(e)_0.0,0.5845864661654135
0,SpMin5_Bh(e)_0.933846256726458,0.11063829787234043
0,SpMin6_Bh(e)_0.0,0.7985185185185185
0,SpMin7_Bh(e)_0.0,0.48958333333333337
0,SpMin8_Bh(e)_0.0,0.738095238095238
0,SpMin4_Bh(p)_1.23919507919831,0.69
0,SpMin5_Bh(p)_1.23919507919831,0.6723404255319149
0,SpMin6_Bh(p)_0.13300368895791,0.0
0,SpMin6_Bh(p)_1.23919507919831,0.272108843537415
0,SpMin7_Bh(p)_0.0,0.5212121212121212
0,SpMin4_Bh(i)_0.0,0.35555555555555557
0,SpMin4_Bh(i)_0.803551866786402,0.69
0,SpMin4_Bh(i)_0.820555613462995,0.6200000000000001
0,SpMin5_Bh(i)_0.0,0.7512605042016807
0,SpMin5_Bh(i)_0.803551866786402,0.5677083333333334
0,SpMin6_Bh(i)_0.0,0.5757575757575758
0,P_VSA_LogP_1_0.0,0.18478260869565216
0,P_VSA_LogP_1_10.8830574057343,0.6122448979591836
0,P_VSA_LogP_1_17.6504085237802,0.5949579831932773
0,P_VSA_LogP_1_26.4756127856703,0.0
0,P_VSA_LogP_1_35.3008170475603,0.0
0,P_VSA_LogP_1_8.82520426189009,0.0028409090909090884
0,P_VSA_LogP_2_0.0,0.7394957983193278
0,P_VSA_LogP_2_10.1381269568,0.0
0,P_VSA_LogP_2_12.672658696,0.8854166666666667
0,P_VSA_LogP_2_2.53453173920001,0.010416666666666685
0,P_VSA_LogP_2_20.8359834745202,0.013605442176870763
0,P_VSA_LogP_2_5.06906347840001,0.07812500000000003
0,P_VSA_LogP_2_7.60359521760002,0.5181159420289856
0,P_VSA_LogP_3_0.0,0.7272727272727273
0,P_VSA_LogP_3_18.9524949468603,0.004255319148936176
0,P_VSA_LogP_3_28.4287424202904,0.0
0,P_VSA_LogP_3_37.9049898937205,0.6127659574468085
0,P_VSA_LogP_3_42.6833431609212,1.0
0,P_VSA_LogP_3_47.3812373671506,0.040000000000000036
0,P_VSA_LogP_3_9.47624747343013,0.2982954545454546
0,P_VSA_LogP_4_0.0,0.5277161862527716
0,P_VSA_LogP_4_1.12190656268228,0.24489795918367346
0,P_VSA_LogP_4_10.8184292306614,0.9191489361702128
0,P_VSA_LogP_4_30.2784043647001,0.1705426356589147
0,P_VSA_LogP_4_32.3362575085443,0.9276595744680851
0,P_VSA_LogP_4_48.3401788839805,0.8857142857142857
0,P_VSA_LogP_4_68.738144666242,0.5102040816326531
0,P_VSA_LogP_5_0.0,0.896875
0,P_VSA_LogP_5_14.1854628383465,0.765625
0,P_VSA_LogP_5_3.18557495074005,0.0028409090909090884
0,P_VSA_LogP_5_6.3711499014801,0.5682539682539682
0,P_VSA_LogP_6_0.0,0.06
0,P_VSA_MR_2_0.0,0.71875
0,P_VSA_MR_2_23.5422039931806,0.6530612244897959
0,P_VSA_MR_2_25.1449270324178,0.5063063063063062
0,P_VSA_MR_2_58.8555099829516,0.7414965986394557
0,P_VSA_MR_2_59.6870189132048,0.0
0,P_VSA_MR_2_71.4581209097951,0.94
0,P_VSA_MR_3_0.0,0.65625
0,P_VSA_MR_3_42.6833431609212,0.6539682539682541
0,P_VSA_MR_5_0.0,0.6190476190476191
0,P_VSA_MR_5_17.6504085237802,0.14
0,P_VSA_MR_5_21.4978629578901,0.14
0,P_VSA_MR_5_22.7194720021802,0.006802721088435382
0,P_VSA_MR_5_25.2540037413802,0.52
0,P_VSA_MR_5_31.5446762640703,0.12244897959183672
0,P_VSA_MR_5_8.82520426189009,0.10000000000000003
0,P_VSA_MR_6_0.0,0.7712031558185405
0,P_VSA_MR_6_10.3769054268666,0.27210884353741494
0,P_VSA_MR_6_3.18557495074005,0.0
0,P_VSA_MR_6_41.0905648444606,0.3
0,P_VSA_MR_6_5.13347733228232,0.0
0,P_VSA_MR_7_0.0,0.15407407407407409
0,P_VSA_MR_7_11.4241498549724,0.1875
0,P_VSA_MR_7_16.7855295481303,0.26
0,P_VSA_MR_7_18.9524949468603,0.0
0,P_VSA_MR_7_30.3766448018327,0.0
0,P_VSA_MR_7_9.47624747343013,0.45454545454545453
0,P_VSA_MR_8_38.563628990611,0.9375
0,P_VSA_m_3_36.1448149200242,0.6666666666666666
0,P_VSA_m_3_42.6833431609212,0.6051136363636364
0,P_VSA_v_2_0.0,0.7235142118863049
0,P_VSA_v_2_36.1448149200242,0.6666666666666666
0,P_VSA_s_3_10.3769054268666,0.0
0,P_VSA_s_3_3.18557495074005,0.0
0,P_VSA_s_3_5.72010668994005,0.06000000000000005
0,P_VSA_s_3_8.25463842914006,0.0
0,P_VSA_s_4_0.0,0.0
0,P_VSA_s_4_17.6504085237802,0.7467700258397932
0,P_VSA_s_4_20.2493541168625,0.83
0,P_VSA_s_4_26.4756127856703,0.3007246376811594
0,P_VSA_s_4_35.9518602591004,0.18229166666666669
0,P_VSA_s_4_48.7880472994548,0.94
0,P_VSA_s_4_8.82520426189009,0.5170068027210885
0,P_VSA_s_6_0.0,0.06000000000000005
0,P_VSA_s_6_25.1449270324178,0.48915187376725844
0,P_VSA_s_6_36.1448149200242,0.6666666666666666
0,P_VSA_s_6_42.6833431609212,0.6222222222222222
0,P_VSA_ppp_N_0.0,0.5850340136054422
0,P_VSA_ppp_D_0.0,0.2958579881656805
0,P_VSA_ppp_D_42.6833431609212,0.14595660749506906
0,P_VSA_ppp_ar_41.0905648444606,0.16999999999999998
0,P_VSA_ppp_ar_50.5668123178907,0.18229166666666669
0,P_VSA_ppp_con_49.2308993115603,0.0
0,P_VSA_ppp_cyc_41.0905648444606,0.16999999999999998
0,P_VSA_ppp_cyc_53.132372364703,0.0
0,P_VSA_charge_1_0.0,0.5303030303030303
0,P_VSA_charge_1_10.9998878876064,0.6666666666666666
0,P_VSA_charge_1_25.1449270324178,0.83
0,P_VSA_charge_1_42.6833431609212,0.6651884700665188
0,P_VSA_charge_2_0.0,0.7026627218934912
0,P_VSA_charge_2_16.7855295481303,0.6770833333333334
0,P_VSA_charge_2_25.1449270324178,0.6092503987240829
0,P_VSA_charge_3_0.0,0.15744680851063828
0,P_VSA_charge_4_0.0,0.902127659574468
0,P_VSA_charge_5_0.0,0.3645833333333333
0,P_VSA_charge_6_0.0,0.0
0,P_VSA_charge_6_17.6504085237802,0.390625
0,P_VSA_charge_6_18.3014517353202,0.07999999999999996
0,P_VSA_charge_6_18.9524949468603,0.7142857142857143
0,P_VSA_charge_6_18.9633312186901,0.7959183673469388
0,P_VSA_charge_6_30.3122309479503,0.7687074829931974
0,P_VSA_charge_6_47.3812373671506,0.13605442176870747
0,P_VSA_charge_6_8.82520426189009,0.43229166666666663
0,P_VSA_charge_6_9.47624747343013,0.05442176870748298
0,P_VSA_charge_7_0.0,0.44791666666666663
0,P_VSA_charge_7_11.3597360010901,0.8840579710144927
0,P_VSA_charge_7_17.6504085237802,0.08843537414965985
0,P_VSA_charge_7_18.9524949468603,0.5850340136054422
0,P_VSA_charge_7_2.53453173920001,0.6811594202898551
0,P_VSA_charge_7_25.2540037413802,0.0
0,P_VSA_charge_7_26.4756127856703,0.06000000000000005
0,P_VSA_charge_7_5.06906347840001,0.7968749999999999
0,P_VSA_charge_7_8.82520426189009,0.326530612244898
0,P_VSA_charge_8_0.0,0.8367346938775511
0,P_VSA_charge_8_105.939917969313,0.81
0,P_VSA_charge_8_117.711019965903,0.0
0,P_VSA_charge_8_153.024325955674,0.3469387755102041
0,P_VSA_charge_8_188.337631945445,0.013605442176870763
0,P_VSA_charge_8_211.879835938626,0.3333333333333333
0,P_VSA_charge_8_3.18557495074005,0.010000000000000009
0,P_VSA_charge_9_0.0,0.7838345864661653
0,P_VSA_charge_9_11.7711019965903,0.677536231884058
0,P_VSA_charge_9_23.5422039931806,0.012765957446808529
0,P_VSA_charge_9_35.313305989771,0.3854166666666667
0,P_VSA_charge_9_39.9056908728152,0.31
0,P_VSA_charge_9_47.0844079863613,0.0
0,P_VSA_charge_9_58.8555099829516,0.07482993197278912
0,P_VSA_charge_9_82.3977139761322,0.0
0,P_VSA_charge_10_0.0,0.7222222222222223
0,P_VSA_charge_10_23.1952518515627,0.8680851063829788
0,P_VSA_charge_11_0.0,0.6333333333333333
0,P_VSA_charge_11_5.13347733228232,0.24637681159420288
0,P_VSA_charge_14_0.0,0.5736434108527131
0,P_VSA_charge_14_7.19133047612651,0.9456521739130435
0,TDB09u_0.0,0.6479166666666667
0,TDB10u_0.0,0.04081632653061225
0,TDB10m_0.0,0.04081632653061225
0,TDB10v_0.0,0.04081632653061225
0,TDB10e_0.0,0.04081632653061225
0,TDB10p_0.0,0.04081632653061225
0,TDB10i_0.0,0.04081632653061225
0,TDB10r_0.0,0.04081632653061225
0,RDF060u_0.0,0.7191489361702128
0,RDF065u_0.0,0.7244318181818181
0,RDF070u_0.0,0.6428571428571428
0,RDF075u_0.0,0.7719298245614035
0,RDF080u_0.0,0.6341829085457271
0,RDF085u_0.0,0.674074074074074
0,RDF090u_0.0,0.6284722222222222
0,RDF095u_0.0,0.6807095343680709
0,RDF100u_0.0,0.7246376811594203
0,RDF105u_0.0,0.7531914893617021
0,RDF110u_0.0,0.5937500000000001
0,RDF065m_0.0,0.7244318181818181
0,RDF075m_0.0,0.7719298245614035
0,RDF080m_0.0,0.6341829085457271
0,RDF065v_0.0,0.7244318181818181
0,RDF075v_0.0,0.7719298245614035
0,RDF080v_0.0,0.6341829085457271
0,RDF065e_0.0,0.7244318181818181
0,RDF075e_0.0,0.7719298245614035
